candidate_identity_key,eccv_first_author_name,source_url,source_kind,claim,qa_actions_or_status
cai_1672kz7,Jin Hong,https://sites.google.com/view/cau-cvml/,official_institutional_lab_profile,Corroborates CVML lab context and Jin Hong's ECCV/AVSS activity.,
cai_1qjkno1,Jinhee Park,https://sites.google.com/view/cau-cvml/cvmlcau/jinheepark?authuser=0,official_personal_profile,"Identity, Chung-Ang University affiliation, ECCV 2026 paper, and publication list.",
cai_1qjkno1,Jinhee Park,https://ojs.aaai.org/index.php/AAAI/article/view/34184,official_proceedings,Deep Disentangled Metric Learning (AAAI 2025) lists Jinhee Park first and Chung-Ang University affiliation; AAAI is outside the fixed scope.,
cai_1qjkno1,Jinhee Park,https://openaccess.thecvf.com/content/CVPR2023W/NTIRE/papers/Kim_Deep_Dehazing_Powered_by_Image_Processing_Network_CVPRW_2023_paper.pdf,official_work_source,CVPR Workshop paper record; workshop work is excluded by the audit rules.,
cai_1849jvr,Jinho Kim,https://www.ciplab.kr/members/students,official_institutional_lab_profile,Lists Jinho Kim as a Yonsei University CIPLAB student in Generative Photography.,
cai_1849jvr,Jinho Kim,https://www.ciplab.kr/,official_institutional_lab_profile,Lists DOME-HDR as an ECCV 2026 publication by Jinho Kim et al. and identifies the Yonsei CIPLAB context.,
cai_1849jvr,Jinho Kim,https://arxiv.org/abs/2608.05626,official_work_source,DOME-HDR author list and title; publication is after the audit cutoff and excluded.,
cai_1of1kd,Jinhwan Seo,https://jinhseo.github.io/,official_personal_profile,"Identity, KAIST affiliation, research interests, and selected publications.",
cai_1of1kd,Jinhwan Seo,https://www.ecva.net/papers/eccv_2022/papers_ECCV/papers/136910302.pdf,official_proceedings,"ECCV 2022 paper title, complete author order, and Jinhwan Seo listed first.",
cai_1of1kd,Jinhwan Seo,https://eccv2022.ecva.net/program/accepted-papers/,official_conference_program,ECCV 2022 accepted-paper listing for Object Discovery via Contrastive Learning for Weakly Supervised Object Detection.,
cai_1018n5o,Jini Yang,https://cvlab.kaist.ac.kr/members/students,official_institutional_profile,"KAIST CVLab identifies Jini Yang as a Ph.D. student, provides a KAIST email, and lists event-based vision/video diffusion research.",
cai_1018n5o,Jini Yang,https://cvlab.kaist.ac.kr/publication,official_institutional_publications,KAIST CVLab lists Jini Yang first on TETO (ECCV 2026) and as a coauthor on later lab works.,
cai_c38ddw,Jinkyu Kim,https://jinkyu032.vercel.app/,official_personal_site,"Official profile establishes Jinkyu Kim's SNU identity, email, research area, ECCV 2026 D2PO, and prior publication list.",
cai_c38ddw,Jinkyu Kim,https://openaccess.thecvf.com/content/CVPR2024/html/Seo_Relaxed_Contrastive_Learning_for_Federated_Learning_CVPR_2024_paper.html,official_proceedings,CVPR 2024 official record lists Seonguk Seo first and Jinkyu Kim second.,
cai_c38ddw,Jinkyu Kim,https://openaccess.thecvf.com/content/CVPR2024/html/Kim_Communication-Efficient_Federated_Learning_with_Accelerated_Client_Gradient_CVPR_2024_paper.html,official_proceedings,CVPR 2024 official record lists Geeho Kim first and Jinkyu Kim second (equal contribution in PDF).,
cai_c38ddw,Jinkyu Kim,https://proceedings.mlr.press/v162/kim22a.html,official_proceedings,PMLR official ICML 2022 record lists Jinkyu Kim first.,
cai_c38ddw,Jinkyu Kim,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Relaxed Contrastive Learning for Federated Learning"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_c38ddw,Jinkyu Kim,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Communication-Efficient Federated Learning with Accelerated Client Gradient"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_1g0eg9d,Jinnyeong Kim,https://divisonofficer.github.io/,official_personal_site,Official profile identifies Jinnyeong Kim as a POSTECH Ph.D. student and lists the ECCV candidate and prior robot-vision work.,
cai_1g0eg9d,Jinnyeong Kim,https://divisonofficer.github.io/resume.pdf,official_cv,"Official CV identifies Jinnyeong Kim, POSTECH, and lists Pixel-aligned RGB-NIR Stereo Imaging and Dataset for Robot Vision as CVPR 2025.",
cai_1g0eg9d,Jinnyeong Kim,https://openaccess.thecvf.com/content/CVPR2025/html/Kim_Pixel-aligned_RGB-NIR_Stereo_Imaging_and_Dataset_for_Robot_Vision_CVPR_2025_paper.html,official_proceedings,CVF record lists Jinnyeong Kim first and POSTECH affiliation for the CVPR 2025 paper.,
cai_jnhf9l,Jinsoo Park,https://jspark1213.github.io/,official_personal_site,"Official profile establishes Jinsoo Park's POSTECH identity, email, research area, and ECCV 2026 first-author paper.",
cai_jnhf9l,Jinsoo Park,https://cvlab.postech.ac.kr/research/2,official_institutional_publications,POSTECH CVLab official research page lists Jinsoo Park first on Diversity-Aware View Partitioning for Scalable VGGT (ECCV 2026).,
cai_6vguok,Jinwoo Chung,https://jangho-kim.github.io/,official_institutional_profile,Official Kookmin MLPR lab page identifies Jinwoo Chung as a master's student focused on quantization.,
cai_6vguok,Jinwoo Chung,https://jangho-kim.github.io/,official_institutional_publications,"Official lab publication list identifies Jinwoo Chung first on TAQ (ECCV 2026), plus later/out-of-scope works.",
cai_17oxlre,Jinwoo Jang,https://csiagentgroup.com/,official_lab_profile,SKKU lab page names Jinwoo Jang as first author of the ECCV 2026 queue paper and gives the research context.,
cai_oifae6,Jinwook Jung,https://hyds.hanyang.ac.kr/front/notice/unNews/view?id=1845,institutional_profile,Hanyang official page links Jinwook Jung to the ECCV 2026 work and department context.,
cai_rkv24,Jisung Hwang,https://jisung0111.github.io/,official_personal_profile,"Identity, KAIST affiliation, ECCV 2026 work, and dated publication list.",
cai_rkv24,Jisung Hwang,https://visualai.kaist.ac.kr/members/,institutional_profile,KAIST Visual AI Group member listing confirms Jisung Hwang.,
cai_7f522b,Jiun Lee,https://kr.linkedin.com/in/jiun-lee-160874176/ko,professional_profile,"Identity, AiM Future role, Sungkyunkwan education, computer-vision focus, and publication snippets.",
cai_7f522b,Jiun Lee,https://sites.google.com/view/pixel-lab-ai/publications,official_lab_publications,AiM Future/Pixel Lab publication context naming Jiun Lee.,
cai_1p4v3g5,Jiwan Kim,https://ptkjw1997.github.io/,official_personal_profile,"Identity, KAIST DSAIL affiliation, and dated publication list including ECCV 2026, ICLR 2026, and SIGIR 2025.",
cai_1p4v3g5,Jiwan Kim,https://dsail.kaist.ac.kr/members/,institutional_profile,KAIST DSAIL member listing confirms Jiwan Kim.,
cai_1re1s4r,Jiwon Kang,https://loggerjk.github.io/,official_personal_site,"Identity, KAIST AI affiliation, ECCV title, and publication list.",
cai_1re1s4r,Jiwon Kang,https://cvlab.kaist.ac.kr/members/students,official_institutional_profile,"KAIST CVLAB profile lists Jiwon Kang, KAIST email, and research area.",
cai_1re1s4r,Jiwon Kang,https://loggerjk.github.io/CV_LATEX/CV.pdf,official_cv,"Official CV gives publication venues, dates, author order, and equal-contribution markers.",
cai_1re1s4r,Jiwon Kang,https://proceedings.neurips.cc/paper_files/paper/2025/hash/ba90e56a74fd77d0ddec033dc199f0fa-Abstract-Conference.html,official_proceedings,NeurIPS 2025 main-track record lists Donghoon Ahn first and Jiwon Kang second.,
cai_1re1s4r,Jiwon Kang,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Where and How to Perturb: On the Design of Perturbation Guidance in Diffusion and Flow Models"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_1re1s4r,Jiwon Kang,,qa_action,,"{""action"":""normalized_count_confidence"",""from"":""exact_zero"",""to"":""partial"",""reason"":""Allowed confidence vocabulary and conservative completeness rule.""}"
cai_1e07dad,Jiwon Kim,https://eccv.ecva.net/virtual/2026/poster/4822,official_conference_page,Official ECCV page for the queued WARP paper; page itself does not provide enough person-level identity linkage.,
cai_1e07dad,Jiwon Kim,https://cv.snu.ac.kr/research/VDSR/,official_institutional_project_page,"SNU CV page identifies a Jiwon Kim as CVPR 2016 super-resolution author, but does not establish that identity as the ECCV 2026 candidate.",
cai_1e07dad,Jiwon Kim,,review_status,,identity_unresolved_prior_work_incomplete
cai_ua9szx,Jiyeong Kim,https://agile.ewha.ac.kr/,official_institutional_publications,"Ewha AGILE page lists Jiyeong Kim and the ECCV 2026 paper, plus prior work.",
cai_ua9szx,Jiyeong Kim,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/09774.pdf,official_proceedings,ECCV 2024 paper lists Jiyeong Kim fifth and Ewha W. University affiliation.,
cai_ua9szx,Jiyeong Kim,https://kr.linkedin.com/in/jiyeong-kim-a93b48378,professional_profile,Profile identifies a joint M.S./Ph.D. researcher at Ewha and lists the ECCV 2026 title.,
cai_ua9szx,Jiyeong Kim,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Emerging Property of Masked Token for Effective Pre-training"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_1hl1vuh,Jiyong Boo,https://openaccess.thecvf.com/content/WACV2026/papers/Kim_Generalized_Category_Discovery_for_LiDAR_Semantic_Segmentation_WACV_2026_paper.pdf,official_proceedings,"WACV 2026 paper lists Jiyong Boo, KAIST, and boojiyong@kaist.ac.kr.",
cai_1hl1vuh,Jiyong Boo,https://huggingface.co/boo0828,official_project_account,Account identifies Jiyong Boo and hosts HSDF-Lane artifacts.,
cai_1hl1vuh,Jiyong Boo,https://arxiv.org/abs/2606.31172,official_preprint_record,HSDF-Lane record lists Jiyong Boo first; post-cutoff and not counted.,
cai_fw6dki,Jiyoung Park,https://visualai.khu.ac.kr/publication/domestic,official_institutional_publications,KHU Visual AI Lab lists Jiyoung Park and related change-captioning publications.,
cai_fw6dki,Jiyoung Park,https://arxiv.org/abs/2511.22903,official_preprint_record,2025 CORTEX preprint lists Jiyoung Park and the same change-captioning research line; arXiv is outside venue scope.,
cai_fw6dki,Jiyoung Park,https://arxiv.org/abs/2609.01136,official_preprint_record,Post-cutoff MEDIC preprint lists Jiyoung Park first and KHU collaborator Jung Uk Kim; not counted.,
cai_5n2beb,Jiyun Im,https://arxiv.org/abs/2509.13907,official_preprint_record,"Queue-matching title, first-listed author Jiyun Im, and Sungkyunkwan University affiliation.",
cai_5n2beb,Jiyun Im,https://eccv.ecva.net/virtual/2026/poster/4810,official_conference_record,ECCV 2026 queue paper/poster record for White Aggregation and Restoration for Few-shot 3D Point Cloud Semantic Segmentation.,
cai_5n2beb,Jiyun Im,,qa_action,,"{""action"":""normalized_count_confidence"",""from"":""low"",""to"":""unresolved"",""reason"":""Allowed confidence vocabulary and conservative completeness rule.""}"
cai_5n2beb,Jiyun Im,,review_status,,identity_unresolved_prior_work_incomplete
cai_14o5u5o,Jonghun Kim,https://pubmed.ncbi.nlm.nih.gov/41520577/,official_publisher_metadata,Jonghun Kim first-listed with Sungkyunkwan University affiliation; medical-image synthesis topic.,
cai_14o5u5o,Jonghun Kim,https://arxiv.org/abs/2406.02936,official_preprint_record,Jonghun Kim and Sungkyunkwan University coauthor/topic continuity in medical image analysis.,
cai_14o5u5o,Jonghun Kim,https://eccv.ecva.net/virtual/2026/poster/3287,official_conference_record,ECCV 2026 queue paper/poster record.,
cai_1cwcdyg,Jonghyun Kim,https://dblp.uni-trier.de/pid/92/5951-5.html,bibliographic_discovery,"Shows multiple disambiguated Jonghyun Kim records, including an LG Electronics AI Lab identity; not sufficient alone for resolution.",
cai_1cwcdyg,Jonghyun Kim,https://eccv.ecva.net/virtual/2026/poster/4276,official_conference_record,ECCV 2026 queue paper/poster record for Single-Query Person-Centric Bimanual Hand-Object Interaction Detection.,
cai_1cwcdyg,Jonghyun Kim,,qa_action,,"{""action"":""normalized_count_confidence"",""from"":""low"",""to"":""unresolved"",""reason"":""Allowed confidence vocabulary and conservative completeness rule.""}"
cai_1cwcdyg,Jonghyun Kim,,review_status,,identity_unresolved_prior_work_incomplete
cai_g2e1q9,Jonghyun Park,https://jonghyun813.github.io/profile/personal/JonghyunPark_CV.pdf,official_personal_cv,"Identity, SNU affiliation, exact ECCV title, and complete listed publication record.",
cai_g2e1q9,Jonghyun Park,https://eccv.ecva.net/virtual/2026/poster/4363,official_conference_record,ECCV 2026 queue paper/poster record.,
cai_epucdv,Jongoh Jeong,https://sites.google.com/view/jongohjeong,official_personal_profile,"Identity, KAIST affiliation, exact ECCV title, and full publication list with author order/venue labels.",
cai_epucdv,Jongoh Jeong,https://eccv.ecva.net/virtual/2026/poster/4352,official_conference_record,ECCV 2026 queue paper/poster record.,
cai_epucdv,Jongoh Jeong,https://openaccess.thecvf.com/content/CVPR2026/papers/Jeong_Multimodal_Distribution_Matching_for_Vision-Language_Dataset_Distillation_CVPR_2026_paper.pdf,official_proceedings,CVPR 2026 paper is after the audit cutoff and is excluded from prior count.,
cai_skq83z,Jongyeop Hyun,https://mldljyh.github.io/,official_personal_profile,"Identity, POSTECH affiliation, ECCV 2026 target paper, and publication history.",
cai_skq83z,Jongyeop Hyun,https://nlp.postech.ac.kr/people/current-members,institutional_profile,POSTECH lists Jongyeop Hyun as a master's student in multimodal learning.,
cai_174cqdx,Joo Young Choi,https://lthilnklover.github.io/,official_personal_profile,"Identity, KRAFTON affiliation, target ECCV paper, and complete publication list.",
cai_174cqdx,Joo Young Choi,https://www.krafton.ai/publications/,official_employer_publications,KRAFTON confirms the target paper and author sequence.,
cai_1oogw60,Joonkyu Park,https://jkpark08.github.io/,official_personal_profile,"Identity, SNU research context, target paper, and publication list.",
cai_1oogw60,Joonkyu Park,https://openaccess.thecvf.com/content/CVPR2022/html/Park_HandOccNet_Occlusion-Robust_3D_Hand_Mesh_Estimation_Network_CVPR_2022_paper.html,official_proceedings,CVPR 2022 author list and publication metadata for HandOccNet.,
cai_1oogw60,Joonkyu Park,https://openaccess.thecvf.com/content/ICCV2023/html/Park_Content-Aware_Local_GAN_for_Photo-Realistic_Super-Resolution_ICCV_2023_paper.html,official_proceedings,ICCV 2023 author list and publication metadata for Content-Aware Local GAN.,
cai_19ar351,Jooyeol Yun,https://yeolj00.github.io/,official_personal_profile,"Identity, KAIST affiliation, target paper, and publication list.",
cai_19ar351,Jooyeol Yun,https://davian.kaist.ac.kr/people,institutional_profile,KAIST/DAVIAN lists Jooyeol Yun and research area.,
cai_10csqcn,Jouwon Song,https://openreview.net/profile?id=~Jou-Won_Song1,official_researcher_profile,"Identity, LG Corporation affiliation, aliases, and publication history.",
cai_10csqcn,Jouwon Song,https://openreview.net/pdf/811a358e6fa9391091885550d4e6eccbaf2523f7.pdf,official_proceedings,ICLR 2026 AgilePruner author order and LG affiliation; Song is second-listed.,
cai_10csqcn,Jouwon Song,https://ksbe-jbe.org/_common/do.php?a=current&aidx=48290&b=11&bidx=4343,official_journal_page,JBE 2026 paper author list and LG affiliation; venue is outside fixed scope.,
cai_emre,Jun-Sang YOO,https://junsang7777.github.io/,official_personal_profile,"Korea University identity, research area, MASS candidate paper, and publication context match Jun-Sang Yoo.",
cai_emre,Jun-Sang YOO,https://openaccess.thecvf.com/content/ICCV2023/html/Yoo_Video_Object_Segmentation-aware_Video_Frame_Interpolation_ICCV_2023_paper.html,official_proceedings,"Official ICCV 2023 record gives title, venue, date/year, and author order with Jun-Sang Yoo first.",
cai_emre,Jun-Sang YOO,https://openaccess.thecvf.com/content_CVPR_2019/papers/Yoo_Dichromatic_Model_Based_Temporal_Color_Constancy_for_AC_Light_Sources_CVPR_2019_paper.pdf,official_proceedings,Official CVPR 2019 paper lists Jun-Sang Yoo first.,
cai_l5wc63,Junah Jung,https://kr.linkedin.com/in/junah-jung,official_institutional_profile,Profile identifies Junah Jung and Seoul National University affiliation.,
cai_l5wc63,Junah Jung,https://kr.linkedin.com/in/kyungmin-jeon-02959323,official_research_group_post,SNU-linked post names Junah Jung as co-first author of CS-TTA and describes the matching work.,
cai_9jiqs9,Jungmyung Wi,https://utl.korea.ac.kr/team/,official_institutional_profile,KU UTL team page identifies Jungmyung Wi as an MS student and gives matching research context.,
cai_9jiqs9,Jungmyung Wi,https://pure.korea.ac.kr/en/publications/delving-into-pre-training-for-domain-transfer-a-broad-study-of-pr/fingerprints/,official_institutional_publication_record,KU Pure records the IJCV article and author order including Jungmyung Wi; IJCV is outside fixed scope.,
cai_1f5a4rn,Jungsu Kim,https://openaccess.thecvf.com/content/ICCV2025/papers/Huh_MBTI_Masked_Blending_Transformers_with_Implicit_Positional_Encoding_for_Frame-rate_ICCV_2025_paper.pdf,official_proceedings,"Official ICCV 2025 paper gives Yonsei affiliation, author order, and Jungsu Kim as fourth author.",
cai_1f5a4rn,Jungsu Kim,https://kr.linkedin.com/in/jungsu-kim-6b7218222,institutional_profile,Yonsei-linked profile identifies Jungsu Kim and lists the matching HiChor ECCV 2026 paper.,
cai_1f5a4rn,Jungsu Kim,,qa_action,,Removed evidence row 'MBTI: Masked Blending Transformers with Implicit Positional Encoding for Frame-rate Agnostic Motion Estimation': authorship basis explicitly states author is not first-listed; evidence_rows is restricted to first-listed eligible works.
cai_828p7g,jungu cho,https://sites.google.com/site/hgjeoncv/team,official_institutional_profile,"GIST lab page identifies Jungu Cho, GIST affiliation, and CJ AI Center origin.",
cai_828p7g,jungu cho,https://github.com/jungucho92/script2shot,official_project_repository,Project repository names Jungu Cho first on the matching From Script to Shot ECCV 2026 paper.,
cai_828p7g,jungu cho,https://openreview.net/profile?id=~Hyunjun_Jung2,official_proceedings_metadata,OpenReview record distinguishes unrelated Hyunjun Jung records; withdrawn ICLR submission is not an eligible prior for Jungu Cho.,
cai_7i9zpd,Jungyong Son,https://hyds.hanyang.ac.kr/front/notice/unNews/view?id=1845,official_institutional_news,"Identifies Jungyong Son, Jinwook Jung, and Sungyong Baik as authors of the ECCV 2026 paper and links poster 4341.",
cai_7i9zpd,Jungyong Son,https://eccv.ecva.net/virtual/2026/poster/4341,official_proceedings,Official ECCV poster record for the candidate's paper.,
cai_7i9zpd,Jungyong Son,https://arxiv.org/abs/2606.22589,publisher_preprint,Lists the same title and author order; submitted after the audit cutoff and not counted.,
cai_7i9zpd,Jungyong Son,,qa_action,,Normalized count_confidence from 'low' to 'partial' (allowed enum).
cai_f92iuw,Junha Kim,https://hjpark83.github.io/,official_personal_site,"Lists Junha Kim, Hyunjoon Park, and Donghyeon Cho on the matching Hanyang University ECCV 2026 project.",
cai_f92iuw,Junha Kim,https://arxiv.org/abs/2607.06162,publisher_preprint,Lists the matching title and author order; submitted after the audit cutoff and not counted.,
cai_f92iuw,Junha Kim,,qa_action,,Normalized count_confidence from 'low' to 'partial' (allowed enum).
cai_1d1f4lw,Junha Lee,https://junha-l.github.io/,official_personal_site,"Identity, POSTECH history, matching ECCV title, and publication list.",
cai_1d1f4lw,Junha Lee,https://openaccess.thecvf.com/content/CVPR2025/html/Lee_Mosaic3D_Foundation_Dataset_and_Model_for_Open-Vocabulary_3D_Segmentation_CVPR_2025_paper.html,official_proceedings,CVPR 2025 official paper metadata and author order.,
cai_1d1f4lw,Junha Lee,https://openaccess.thecvf.com/content/ICCV2021/html/Lee_Deep_Hough_Voting_for_Robust_Global_Registration_ICCV_2021_paper.html,official_proceedings,ICCV 2021 official paper metadata and author order.,
cai_xyxncm,Junoh Lee,https://leejunoh.com/,official_personal_site,"Identity, GIST affiliation, matching ECCV title, and complete publication list.",
cai_xyxncm,Junoh Lee,https://proceedings.neurips.cc/paper_files/paper/2024/hash/09b47a77997b7dd7d2b26bd8ff769392-Abstract-Conference.html,official_proceedings,NeurIPS 2024 main-conference paper metadata and author order.,
cai_xyxncm,Junoh Lee,https://proceedings.iclr.cc/paper_files/paper/2024/hash/3b62aa13a97d50ab75e6763750093386-Abstract-Conference.html,official_proceedings,ICLR 2024 conference paper metadata and author order.,
cai_131dxvq,Junseong Shin,https://junsung6140.github.io/,official_personal_site,"Identity, Hanyang/VILAB affiliation, matching ECCV title, and HazeFlow publication.",
cai_131dxvq,Junseong Shin,https://openaccess.thecvf.com/content/ICCV2025/html/Shin_HazeFlow_Revisit_Haze_Physical_Model_as_ODE_and_Non-Homogeneous_Haze_ICCV_2025_paper.html,official_proceedings,ICCV 2025 official paper metadata and author order.,
cai_131dxvq,Junseong Shin,https://junsung6140.github.io/hazeflow/,official_project_page,Project page identifies Junseong Shin as first author and Hanyang University affiliation.,
cai_131dxvq,Junseong Shin,,qa_action,,Repaired broken CVF URL for HazeFlow to the live official ICCV 2025 proceedings record.
cai_726siz,Junyoung Seo,https://j0seo.github.io/,official_personal_profile,"KAIST AI affiliation, research area, and publication list.",
cai_726siz,Junyoung Seo,https://j0seo.github.io/files/Junyoung_Seo_CV.pdf,official_personal_cv,"CV lists first-listed GenWarp (NeurIPS 2024), Retrieval-Augmented Score Distillation (ICML 2024), and Let 2D Diffusion Model Know 3D-Consistency (ICLR 2024), plus affiliations.",
cai_726siz,Junyoung Seo,https://cvlab.kaist.ac.kr/members/students,institutional_profile,KAIST CVLAB lists Junyoung Seo as an integrated MS/PhD student with diffusion/video/3D research.,
cai_726siz,Junyoung Seo,,qa_action,,"Normalized work_type for 'GenWarp: Single Image to Novel Views with Semantic-Preserving Generative Warping' to canonical ""main conference full paper""."
cai_726siz,Junyoung Seo,,qa_action,,"Normalized work_type for 'Retrieval-Augmented Score Distillation for Text-to-3D Generation' to canonical ""main conference full paper""."
cai_726siz,Junyoung Seo,,qa_action,,"Normalized work_type for 'Let 2D Diffusion Model Know 3D-Consistency for Robust Text-to-3D Generation' to canonical ""main conference full paper""."
cai_726siz,Junyoung Seo,,qa_action,,Normalized count_confidence from 'high_lower_bound' to 'medium' (allowed enum).
cai_jsekvg,Juyong Lee,https://arxiv.org/abs/2607.29040,official_preprint,Exact title and author list for the candidate's 2026 work.,
cai_jsekvg,Juyong Lee,,qa_action,,Normalized count_confidence from 'undetermined' to 'unresolved' (allowed enum).
cai_jsekvg,Juyong Lee,,qa_action,,Normalized prior_work_review_completeness from not_exhaustive to incomplete; review remains non-exhaustive.
cai_jsekvg,Juyong Lee,,review_status,,identity_unresolved_prior_work_incomplete
cai_ycply5,Kang Eun Jeon,https://kejeon.github.io/,official_personal_profile,"Identity, research area, and SKKU affiliation.",
cai_ycply5,Kang Eun Jeon,https://kejeon.github.io/publications/,official_publication_list,Dated publication list with authorship order and venues.,
cai_ycply5,Kang Eun Jeon,https://iris.skku.edu/authors/pd01_kangeun_jeon/,institutional_profile,SKKU IRIS profile identifies Kang Eun Jeon and research history.,
cai_ycply5,Kang Eun Jeon,,qa_action,,Normalized count_confidence from 'undetermined' to 'partial' (allowed enum).
cai_ycply5,Kang Eun Jeon,,qa_action,,Normalized prior_work_review_completeness from not_exhaustive to incomplete; review remains non-exhaustive.
cai_176x63n,Kang MinSeok,https://arxiv.org/abs/2608.06901,official_preprint,Exact title and normalized author list (Minseok Kang) for the 2026 ECCV work.,
cai_176x63n,Kang MinSeok,https://www.linkedin.com/posts/minseok-kang-34b73a2b9_eccv2026-visionlanguagemodels-modelcompression-activity-7477731539154378752-kGh_,author_announcement,Author announcement associates the work with Chung-Ang University HAI Lab and identifies co-first authors.,
cai_176x63n,Kang MinSeok,,qa_action,,Normalized count_confidence from 'undetermined' to 'unresolved' (allowed enum).
cai_176x63n,Kang MinSeok,,qa_action,,Normalized prior_work_review_completeness from not_exhaustive to incomplete; review remains non-exhaustive.
cai_176x63n,Kang MinSeok,,review_status,,identity_unresolved_prior_work_incomplete
cai_igfx9k,Kangmin Seo,https://kangrnin.github.io/,official_personal_profile,"SKKU affiliation, identity, exact ECCV title, and complete listed publications.",
cai_igfx9k,Kangmin Seo,https://neurips.cc/virtual/2025/loc/san-diego/poster/118619,official_proceedings,NeurIPS 2025 paper record; Kangmin Seo is not first-listed.,
cai_igfx9k,Kangmin Seo,,qa_action,,Normalized count_confidence from 'high_lower_bound' to 'medium' (allowed enum).
cai_ql2vg6,Keonhee Park,https://vision.snu.ac.kr/gunhee/,official_institutional_lab_page,Lists Keonhee Park and the SiGMA ECCV 2026 paper under Seoul National University Vision and Learning Lab.,
cai_thbfl0,Kibum Kim,https://rlqja1107.github.io/,official_personal_site,Identifies Kibum Kim as a KAIST PhD candidate and gives his research identity.,
cai_thbfl0,Kibum Kim,https://rlqja1107.github.io/publications/,official_publication_list,"Lists Kibum Kim's first-authored ICLR 2024, CVPR 2024, and ICLR 2025 papers and the ECCV 2026 queue paper.",
cai_thbfl0,Kibum Kim,https://rlqja1107.github.io/assets/pdf/CV_kibum.pdf,official_cv,"Confirms author order and venue history, including first-author prior works.",
cai_1dl94c2,Kihyun Na,https://www.sciencedirect.com/science/article/abs/pii/S1077314225000840,official_publisher_record,"Identifies Kihyun Na, Handong Global University education/affiliation, and computer-vision research.",
cai_1dl94c2,Kihyun Na,https://www.handong.edu/eng/connect/news/?group=0&id=26454&mode=view,official_institutional_news,"Provides corroborating Handong student context, while spelling the given name inconsistently as Gihyun in one list.",
cai_qkmdou,Kim Jun-Seong,https://kim-junseong.github.io/,official_personal_site,Identifies Kim Junseong as POSTECH AMI Lab joint MS-PhD student and lists publications.,
cai_qkmdou,Kim Jun-Seong,https://drsplat.github.io/,official_project_page,CVPR 2025 Dr. Splat page lists Kim Jun-Seong first and POSTECH affiliation.,
cai_qkmdou,Kim Jun-Seong,https://ami.kaist.ac.kr/publications,official_lab_publications,POSTECH/KAIST AMI listing corroborates the author's research publications.,
cai_nnq0gi,KunHo Heo,https://heokunho.github.io/,official_personal_site,Identifies KunHo Heo as a Kyung Hee University M.S. student and lists publications.,
cai_nnq0gi,KunHo Heo,https://vslab.khu.ac.kr/publications/,official_lab_publications,Kyung Hee Visual Science Lab listing gives the NeurIPS 2025 paper and author order.,
cai_nnq0gi,KunHo Heo,https://heokunho.github.io/assets/files/CV_KunHo%20Heo.pdf,official_cv,"Confirms identity, Kyung Hee affiliation, and NeurIPS 2025 first-listed authorship.",
cai_17clweh,Kwonyoung Ryu,https://kwonyoung9120.github.io/,official_personal_site,"Identity, POSTECH affiliation, research area, ECCV 2026 paper, and prior CVPR publication match the candidate.",
cai_17clweh,Kwonyoung Ryu,https://openaccess.thecvf.com/content/CVPR2023/html/Ryu_Instant_Domain_Augmentation_for_LiDAR_Semantic_Segmentation_CVPR_2023_paper.html,official_proceedings,CVPR 2023 official page lists Kwonyoung Ryu first and POSTECH affiliation.,
cai_17clweh,Kwonyoung Ryu,https://eccv.ecva.net/Conferences/2026/AcceptedPapers,official_conference_listing,ECCV official listing confirms the candidate title and first-listed author.,
cai_xcjd2a,Kyeongmo Chae,https://vig.kist.re.kr/people,official_institutional_profile,Official VIG/KIST people page lists Kyeongmo Chae as a research member.,
cai_xcjd2a,Kyeongmo Chae,https://eccv.ecva.net/virtual/2026/poster/5107,official_conference_record,"ECCV poster record identifies Kyeongmo Chae, the candidate title, and Kyungpook National University.",
cai_xcjd2a,Kyeongmo Chae,https://arxiv.org/abs/2607.20984,official_preprint_record,Post-cutoff 2026 paper lists Kyeongmo Chae first; it is not eligible under the cutoff.,
cai_15hmn5b,Kyobin Choo,https://micv.yonsei.ac.kr/members,official_institutional_profile,Official Yonsei MICV page identifies Kyobin Choo and research area.,
cai_15hmn5b,Kyobin Choo,https://papers.miccai.org/miccai-2025/0579-Paper0172.html,official_proceedings,MICCAI official paper page lists Kyobin Choo with Yonsei University affiliation (non-scope venue).,
cai_15hmn5b,Kyobin Choo,https://eccv.ecva.net/virtual/2026/poster/4226,official_conference_record,ECCV poster record identifies Kyobin Choo and the candidate paper title.,
cai_ulv5l2,Kyoleen Kwak,https://kwakkyoleen.github.io/,official_personal_site,"Official profile identifies Kyoleen Kwak, Kyung Hee University, AIRLab, and research area.",
cai_ulv5l2,Kyoleen Kwak,https://airlab.khu.ac.kr/members/,official_institutional_profile,Official AIRLab members page lists Kyoleen Kwak as an M.S. student.,
