candidate_identity_key,eccv_first_author_name,eccv_first_author_affiliation_raw,primary_affiliation_category,eccv_selected_paper_count,eccv_virtual_poster_ids,eccv_titles,identity_resolution_status,identity_profile_url,preferred_identity_evidence_source,prior_work_cutoff,verified_prior_work_row_count,review_status,notes
cai_9wp7oj,Jaeseok Byun,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3658,Multi-modal Knowledge Preserving Adapter for Embedding Backward Compatibility,resolved,https://ece.snu.ac.kr/en,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,3,identity_resolved_prior_work_incomplete,At least three eligible prior first-listed main-conference papers were verified; exact all-venue count is not asserted.
cai_i3rmfg,Jaewon Kim,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4349,SplitHDR: Saturation-Aware HDR Recovery and Denoising for Real-Time Detection,resolved,https://mms.snu.ac.kr/?page_id=17,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,SplitHDR is the ECCV 2026 candidate itself and is post-cutoff; no earlier scoped first-listed work was found in the official group publication list. Exact zero is not asserted.
cai_1o08ey0,Jaewon Lee,Yonsei University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5375,Graph-GSReg: Leveraging 3D Scene Graphs for Gaussian Splatting Registration,resolved,https://lee-jaewon.github.io/ljw_cv_page/cv/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"ICRA 2025 Fast Global Localization is eligible but Jaewon Lee is second-listed, so it does not count as first-listed. The CVPR 2026 paper is post-cutoff and Lee is second-listed. No prior first-listed eligible work was verified; exact zero is not asserted. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only."
cai_ofpn1x,Jaeyo Shin,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4716,Representation Alignment for Just Image Transformers is not Easier than You Think,resolved,https://sites.google.com/view/cvml-kaist/members,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No eligible prior first-listed main-conference or RA-L paper was verified in the sources reviewed. The searchable institutional page identifies one non-scope AAAI 2024 paper (MagiCapture) but does not provide a complete CV/publication history, so an exact zero is not asserted."
cai_18buty,Jaeyoung Chung,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5295,Map2World: Segment Map Conditioned Text to 3D World Generation,resolved,https://robot0321.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,No eligible prior first-listed paper was found in the official personal publication list and institutional profile review. OmniSplat (CVPR 2025) is eligible but Jaeyoung Chung is second-listed; Depth-Regularized Optimization is CVPR Workshop 2024 and excluded. ECCV 2026 is after the cutoff.
cai_1hmhnfq,Jeisung Lee,Samsung,KOREAN_COMPANY,1,5790,Synthetic Sub-Aperture Phase Augmentation for Demosaicing 2×2 Shared Microlens Sensors,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,Identity cannot be safely resolved from name plus Samsung affiliation alone. Patent records are not eligible publications and are not counted.
cai_luktrb,Jeongeun Lee,Yonsei university,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4339,Personalized Reward Modeling for Text-to-Image Generation,resolved,https://jeongeunnn-e.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"Official publication list reviewed through the cutoff: listed prior works are EMNLP Findings, COLM, and an ICLR workshop, all outside the eligible venue scope. No eligible first-listed CVPR/ICCV/ECCV/NeurIPS/ICLR/ICML/SIGGRAPH/SIGGRAPH Asia/IROS/ICRA/RA-L paper found."
cai_1ggio59,Jeongha Lee,Korea Institute of Science and Technology (KIST),KOREAN_RESEARCH_INSTITUTE,1,5399,Through Van Gogh’s Eyes: Global Style Transfer with Diffusion Model,resolved,https://sites.google.com/view/mrlabkist/members,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"KIST MR Lab's official publication list shows no eligible prior first-listed work before the cutoff; listed 2025 works are ISMAR (poster), IEEE Access, or other out-of-scope venues. ECCV 2026 is after the cutoff."
cai_16kt7l8,Jeongwan On,UNIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3183,Multi-THuMBS: Multi-person Tracking of 3D Human Meshes Beyond Video Shots,resolved,https://on-jungwoan.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,"A prior eligible first-listed CVPR paper is verified, establishing a non-zero prior count. Exact all-venue count was not exhaustively established; ECCV 2026 is after the cutoff and excluded."
cai_1vseeub,Jiah Kim,Pukyong National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3687,A Benchmark for Heterogeneous Stereo Deblurring with Physically- and Epipolar-constrained Cross Attention,resolved,https://pknu-vlab.github.io/peca/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The matched PECA/ECCV 2026 work is post-cutoff and excluded. Exact zero is not asserted because exhaustive review of all eligible venues was not completed.
cai_9tizu5,jiha jang,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5643,HyFL-CLIP: Hyperbolic Fine-Tuning of CLIP for Robust Long-Context Understanding,resolved,https://jeeit17.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The candidate's ECCV 2026 HyFL-CLIP work is post-cutoff. Official records found ICCV 2025 RoMaP (Ji Ha Jang co-first but second-listed) and ECCV 2024 INTRA workshop (excluded); no eligible prior first-listed paper was established. Exact zero is not asserted. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only.
cai_1lf0emb,Jiho Choi,Korea Advanced Institute of Science and Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5231,Dense Reward for Multi-View 3D Reasoning with Global Maps and Local Views,resolved,https://github.com/jihochoi,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_incomplete,At least two eligible prior main-conference first-listed/co-first papers were verified; exact all-venue count remains incomplete. ECCV 2026 is after cutoff.
cai_1nt9dwz,JIHO JANG,SEOUL NATIONAL UNIVERSITY,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3625,Multi-dimensional Preference Alignment by Conditioning Reward Itself,resolved,https://arxiv.org/abs/2512.10237,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The matched ECCV 2026 paper is post-cutoff. SNU institutional material confirms identity context, but the cited prior AAAI/ACL works are outside the fixed venue scope and not counted. Exact zero is not asserted."
cai_1dfrfb7,Jihyun Lee,Sung Kyun Kwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5215,Mitigating Modality and Language-Style Gaps for Zero-Shot Video Moment Retrieval,resolved,https://sites.google.com/site/vclabskku/people,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The official lab roster and AAAI proceedings record resolve the identity. The reviewed eligible-venue records show Jihyun Lee as a non-first author on AAAI-25 (outside the fixed venue scope); no eligible first-listed prior was found, but no complete personal CV was located, so an exact zero is not asserted."
cai_1672kz7,Jin Hong,Chung-Ang University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4432,C3ASD: Multi-Level Consistency-Driven Representation Learning for Robust Active Speaker Detection,resolved,https://sites.google.com/view/cau-cvml/cvmlcau/jinhong?authuser=0,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official personal/lab publication list was reviewed through the cutoff. Pre-cutoff works are ESWA 2022/2024, Applied Sciences 2021, AVSS 2025, and an ACCV workshop; none is in the fixed eligible venue scope. No prior eligible first-listed paper was found."
cai_1qjkno1,Jinhee Park,Korea Electronics Technology Institute; Chung-Ang University,KOREAN_RESEARCH_INSTITUTE,1,5164,R2M: Real-Aware Residual Model Merging for Robust and Generalizable Deepfake Detection,resolved,https://sites.google.com/view/cau-cvml/cvmlcau/jinheepark?authuser=0,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,The official profile's pre-cutoff publication list was reviewed. Deep Disentangled Metric Learning (AAAI 2025) is first-listed but AAAI is outside the user-defined venue scope; CVPRW 2023 work is a workshop and excluded; the remaining listed works are journals outside scope. Thus exact eligible prior first-author count is 0.
cai_1849jvr,Jinho Kim,Yonsei University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4299,Dual-Output Multi-Exposure HDR Reconstruction via SDR Fusion and Gain Map Inverse Tone Mapping,resolved,https://www.ciplab.kr/members/students,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The official lab roster and publication homepage were reviewed; they show the ECCV 2026 DOME-HDR work and no earlier qualifying work for Jinho Kim. Since no complete personal CV/publication list was located, exact zero is not asserted."
cai_1of1kd,Jinhwan Seo,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3157,What You Ask is What You Ground: Bridging Question Intent to Temporal Evidence for Grounded VideoQA,resolved,https://jinhseo.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,"One verified eligible prior first-listed ECCV 2022 paper establishes that Jinhwan Seo is not first-time in the defined scope. The official page labels its list selected rather than exhaustive, so the full prior count is not asserted."
cai_1018n5o,Jini Yang,KAIST AI,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3139,TETO: Tracking Events with Teacher Observation for Motion Estimation and Frame Interpolation,resolved,https://cvlab.kaist.ac.kr/members/students,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No eligible prior first-listed paper was found in the reviewed official CVLab publication material. SpikeMatch is listed without an eligible in-scope venue, and later ECCV 2026 work is after the cutoff; exact zero is not asserted because exhaustive all-venue review remains incomplete."
cai_c38ddw,Jinkyu Kim,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5175,D2PO: Optimizing Diffusion Samplers via Dynamic Preference,resolved,https://jinkyu032.vercel.app/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,At least one eligible prior first-listed work was verified. Two CVPR 2024 papers establish the same identity but list Jinkyu Kim second (one equal-contribution marker); they do not count toward first-listed total. Exact count is not asserted pending exhaustive review. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only.
cai_1g0eg9d,Jinnyeong Kim,POSTECH,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5101,Depth-guided Multi-view Exposure Bracketing for HDR Robot Vision,resolved,https://divisonofficer.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,At least one eligible prior first-listed main-conference paper was verified. Exact count is not asserted because review of all eligible venues is incomplete.
cai_jnhf9l,Jinsoo Park,POSTECH,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5571,Diversity-Aware View Partitioning for Scalable VGGT,resolved,https://jspark1213.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible prior first-listed paper was found in the reviewed official profile/material. The ECCV 2026 paper is after the cutoff; exact zero is not asserted because exhaustive review remains incomplete.
cai_6vguok,Jinwoo Chung,Kookmin University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5539,TAQ: Static-Deployable Temporal-Aware Quantization for Real-World Video Super-Resolution,resolved,https://jangho-kim.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No eligible pre-cutoff first-listed work was found in the reviewed official lab publication list. The listed CIKM 2025 work is outside the defined venue scope, while IROS 2026 and ECCV 2026 are after the cutoff; exact zero is not asserted."
cai_17oxlre,Jinwoo Jang,Sungkyunkwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5948,Multi-scale Mixture of World Models for Embodied Agents in Evolving Environments,resolved,https://csiagentgroup.com/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The official lab page confirms the ECCV identity but does not expose a complete dated prior-publication CV. No qualifying prior first-author work was verified from the accessible official material; this is not an exact zero.
cai_oifae6,Jinwook Jung,Hanyang University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3618,Learning to Recover Task Experts from a Multi-Task Merged Model,resolved,https://hyds.hanyang.ac.kr/front/notice/unNews/view?id=1845,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The official Hanyang page verifies the ECCV identity but provides no complete prior-publication list. The similarly named 2014 semiconductor-conference author is not treated as the same person because it lacks compatible identity evidence.
cai_rkv24,Jisung Hwang,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3859,NoiseTilt: Noise-Tilted Reverse Kernels for Diffusion Reward Alignment,resolved,https://jisung0111.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_complete,The official publication list was reviewed through the cutoff. It contains one verified earlier eligible first-listed paper; later ICML 2026 and ECCV 2026 entries are after or at the current paper and excluded.
cai_7f522b,Jiun Lee,Aimfuture,KOREAN_COMPANY,1,4274,SubSplat: High-Resolution Pixel-aligned 3DGS via Sub-pixel Gaussian Reparameterization,resolved,https://kr.linkedin.com/in/jiun-lee-160874176/ko,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The accessible profile lists IEEE Access and Korean conference work, neither in the defined venue scope. No complete official CV or qualifying in-scope prior paper was verified, so exact zero is not claimed."
cai_1p4v3g5,Jiwan Kim,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5552,Why and When Visual Token Pruning Fails? A Study on Relevant Visual Information Shift in MLLMs Decoding,resolved,https://ptkjw1997.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,The official publication list was reviewed through the 2026-03-05 cutoff. The listed ICLR 2026 paper is a later conference publication and is excluded by the cutoff; SIGIR 2025 is outside the defined venue scope. No eligible prior first-author work was found before the cutoff.
cai_1re1s4r,Jiwon Kang,KAIST AI,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3137,Transferability Between Understanding and Generation in Unified Multimodal Models,resolved,https://loggerjk.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,No prior eligible first-listed paper was found in the reviewed publication list. NeurIPS 2025 'Where and How to Perturb' is eligible but Jiwon Kang is second-listed and marked equal contribution; ICLR 2026 and CVPR 2026 works are after the cutoff. ECCV 2026 is itself after the cutoff. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only.
cai_1e07dad,Jiwon Kim,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4822,WARP: Wide Attention with Rich Projections for Image Super-Resolution,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,The ECCV 2026 paper is after the cutoff and is not counted. The well-known SNU CVPR 2016 super-resolution author Jiwon Kim was not assumed to be this candidate without an identity link.
cai_ua9szx,Jiyeong Kim,Ewha W. University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4741,Enhancing Alignment for Unified Multimodal Models via Semantically-Grounded Supervision,resolved,https://agile.ewha.ac.kr/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"One eligible prior ECCV main-conference paper was verified, but Jiyeong Kim is fifth-listed, so it does not count as first-listed authorship. No eligible prior first-listed paper was found in the limited review; exact zero is not asserted. The ECCV 2026 candidate paper and March 2026 preprint are after the cutoff. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only."
cai_1hl1vuh,Jiyong Boo,Korea Advanced Institute of Science & Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5119,HSDF-Lane: Height-Aligned Signed Distance Field with Semantic Lane Prior for 3D Lane Detection,resolved,https://huggingface.co/boo0828,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The verified WACV 2026 paper is outside the defined venue scope and is not counted. The ECCV 2026 HSDF-Lane paper is after the cutoff. No eligible prior first-listed work was found in the limited review; exact zero is not asserted.
cai_fw6dki,Jiyoung Park,Kyung Hee University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3949,Different Changes Require Different Reasoning: Change-Type-Specialized Experts for Robust Change Captioning,resolved,https://visualai.khu.ac.kr/publication/domestic,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The ECCV 2026 paper and September 2026 preprint are after the cutoff. The lab page's domestic publications and the 2025 CORTEX preprint are outside the eligible venue scope. No eligible prior first-listed paper was found in the limited review; exact zero is not asserted.
cai_5n2beb,Jiyun Im,Sung Kyun Kwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4810,White Aggregation and Restoration for Few-shot 3D Point Cloud Semantic Segmentation,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,The ECCV 2026 paper itself is after the audit cutoff and is not a prior work. Identity was not resolved strongly enough to assert an exact prior count.
cai_14o5u5o,Jonghun Kim,Sungkyunkwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3287,Posterior Samplings are Missing Modalities Generators for Medical Image Translation,resolved,https://pubmed.ncbi.nlm.nih.gov/41520577/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No eligible prior top-tier first-listed paper was located in the official PubMed/arXiv records reviewed. The available records are not an exhaustive official CV, so exact zero is not asserted. The 2026 ECCV paper itself is after the cutoff."
cai_1cwcdyg,Jonghyun Kim,LG Electronics,KOREAN_COMPANY,1,4276,Single-Query Person-Centric Bimanual Hand-Object Interaction Detection,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,OpenAlex and author-index matches were treated as discovery only. No prior paper was counted because identity and authorship linkage remain unverified.
cai_g2e1q9,Jonghyun Park,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4363,Attention Misses Visual Risk: Risk-Adaptive Steering for Multimodal Safety Alignment,resolved,https://jonghyun813.github.io/profile/personal/JonghyunPark_CV.pdf,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official CV lists the ECCV 2026 paper and an under-review paper, with no earlier eligible CVPR/ICCV/ECCV/NeurIPS/ICLR/ICML/SIGGRAPH/SIGGRAPH Asia/IROS/ICRA/RA-L first-listed paper. The ECCV 2026 paper is after the cutoff; workshop work is excluded."
cai_epucdv,Jongoh Jeong,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4352,Rank-Aware Hyperbolic Alignment for Vision–Language Dataset Distillation,resolved,https://sites.google.com/view/jongohjeong,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official publication list was reviewed exhaustively for the defined venues and cutoff. Earlier BMVC 2022, AAAI 2024, and ECCV 2024 papers are not first-listed by Jongoh; CVPR 2026, ICLR 2026, and WACV 2026 are after the 2026-03-05 cutoff; workshops and non-scope journals are excluded. Exact eligible prior first-author count is therefore zero."
cai_skq83z,Jongyeop Hyun,Pohang University of Science and Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5677,SPLIT: Training-Free AI-Generated and Partially Edited Video Detection via Spatial Patch‑Level Incoherence and Temporal Roughness,resolved,https://mldljyh.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,No eligible prior first-listed CVPR/ICCV/ECCV/NeurIPS/ICLR/ICML/SIGGRAPH/SIGGRAPH Asia/IROS/ICRA or RA-L work found through the official profile and institutional corroboration. EMNLP 2025 is excluded by venue scope; ECCV 2026 is the target paper and after the cutoff.
cai_174cqdx,Joo Young Choi,KRAFTON,KOREAN_COMPANY,1,5296,"Every Dog Has Its Day, Probably: A Balanced Synthetic Benchmark and Probabilistic Modeling for 3D Dog Pose Estimation",resolved,https://lthilnklover.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,No eligible prior first-listed paper found. ICML 2023 Rotation and Translation Invariant Representation Learning lists Sehyun Kwon first; ICML 2022 Neural Tangent Kernel Analysis lists Jongmin Lee first. NeurIPS 2023 Workshop and TMLR are excluded.
cai_1oogw60,Joonkyu Park,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3767,Learning to Corrupt for Better Restoration,resolved,https://jkpark08.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_complete,"Two eligible prior first-listed main-conference papers are verified below. Other profile items are excluded when workshop, preprint-only, or non-first-listed. Exact count is 2 under the stated venue and cutoff rules."
cai_19ar351,Jooyeol Yun,Korea Advanced Institute of Science and Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3480,ReDesign: Recovering Editable Design Structures from Raster Images via Agentic Decomposition,resolved,https://yeolj00.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,No eligible prior first-listed paper found. ICCV 2023 Learning to Generate Semantic Layouts lists Minho Park first (with Yun equal-contribution second); WACV and BMVC are outside scope. CVPR 2026 is after cutoff.
cai_10csqcn,Jouwon Song,LG Corporation,KOREAN_COMPANY,1,5909,Structured Redundancy Modeling for Efficient Visual Token Pruning in High-Resolution MLLMs,resolved,https://openreview.net/profile?id=~Jou-Won_Song1,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,No qualifying prior first-listed paper found. ICLR 2026 AgilePruner lists Changwoo Baek first and its proceedings date is after the 2026-03-05 cutoff; NeurIPS 2025 ER is a workshop; JBE 2026 is outside venue scope. Target ECCV 2026 is after cutoff.
cai_emre,Jun-Sang YOO,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3303,MASS: Motion-Aligned Selective Scan for Flow-Based Video Frame Interpolation,resolved,https://junsang7777.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_incomplete,One eligible first-listed ICCV paper is sufficient to determine that the candidate is not a first eligible paper author. The profile and official CV/publication sources were not exhaustively reconciled across every eligible venue for an exact count.
cai_l5wc63,Junah Jung,Seoul National University College of Medicine; Seoul National University College of Medicine,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3699,CS-TTA: Preserving Concept Sensitivity in Test-Time Adaptation,resolved,https://kr.linkedin.com/in/junah-jung,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The ECCV 2026 CS-TTA record is after the cutoff and is not counted. Co-first status is noted for the candidate paper only; no earlier eligible work was verified.
cai_9jiqs9,Jungmyung Wi,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5063,Correlation-Weighted Multi-Reward Optimization for Compositional Generation,resolved,https://utl.korea.ac.kr/team/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible pre-cutoff top-tier first-author paper was verified. The official IJCV article is outside the specified venue list and its 2026 publication is after the cutoff; exact zero remains uncertified.
cai_1f5a4rn,Jungsu Kim,Yonsei University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4335,HiChor: Hierarchical Choreography Generation from Pop Music with Choreographic Primitives,resolved,https://openaccess.thecvf.com/content/ICCV2025/papers/Huh_MBTI_Masked_Blending_Transformers_with_Implicit_Positional_Encoding_for_Frame-rate_ICCV_2025_paper.pdf,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"Verified ICCV 2025 work is eligible but Kim is fourth-listed, so it does not count as first-author evidence. ACM Multimedia 2025 Permission to Dance is outside the fixed venue scope. No eligible first-author prior was verified."
cai_828p7g,jungu cho,CJ AI center; Gwangju Institute of Science and Technology,KOREAN_COMPANY_AND_ACADEMIC,1,5093,From Script to Shot: A Benchmark for Grounding Screenplays in Movies,resolved,https://sites.google.com/site/hgjeoncv/team,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No eligible pre-cutoff first-author paper was verified. The only earlier same-lab record found, Rehearsal NeRF, is an ICLR 2024 withdrawn submission and is excluded by the method; the ECCV 2026 candidate paper is after cutoff."
cai_7i9zpd,Jungyong Son,Hanyang Universty,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4341,Training-Free Task Classification for Multi-Task Model Merging,resolved,https://hyds.hanyang.ac.kr/front/notice/unNews/view?id=1845,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible pre-cutoff first-listed paper was found in the official Hanyang announcement or targeted official-source review. The ECCV 2026 paper and 2026 arXiv posting are after the 2026-03-05 cutoff and are excluded; exact zero is not asserted.
