candidate_identity_key,eccv_first_author_name,eccv_first_author_affiliation_raw,openalex_rank,openalex_author_id,openalex_display_name,openalex_orcid,openalex_last_known_institutions,openalex_works_count,openalex_cited_by_count,candidate_match_score,matching_signals,openalex_api_query_url,lead_status,notes
cai_726siz,Junyoung Seo,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_jsekvg,Juyong Lee,Chung-Ang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_ycply5,Kang Eun Jeon,DGIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_176x63n,Kang MinSeok,Chung-Ang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_igfx9k,Kangmin Seo,Sungkyunkwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_ql2vg6,Keonhee Park,"Vision and Learning Lab, Seoul National University",,,,,,,,,,,fetch_failed,OpenAlex 429
cai_thbfl0,Kibum Kim,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1dl94c2,Kihyun Na,Handong Global University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_qkmdou,Kim Jun-Seong,Pohang University of Science and Technology (POSTECH),,,,,,,,,,,fetch_failed,OpenAlex 429
cai_nnq0gi,KunHo Heo,Kyung Hee University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_17clweh,Kwonyoung Ryu,Pohang University of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_xcjd2a,Kyeongmo Chae,Kyungpook National University,1,https://openalex.org/A5143620379,Kyeongmo Chae,,Kyungpook National University,1,0,95,exact_normalized_name; canonical_affiliation_match,https://api.openalex.org/authors?search=Kyeongmo+Chae&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xcjd2a,Kyeongmo Chae,Kyungpook National University,2,https://openalex.org/A5143561784,Kyeongmo Chae,,Kyungpook National University,1,0,95,exact_normalized_name; canonical_affiliation_match,https://api.openalex.org/authors?search=Kyeongmo+Chae&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_15hmn5b,Kyobin Choo,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_ulv5l2,Kyoleen Kwak,Kyung Hee University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_7x33y1,Kyuan Oh,Chung-Ang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_ruido7,Kyungmin Min,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_og1gaa,Kyusik Cho,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_wmhgsr,Kyuwon Kim,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1ai4ln6,Mansoo Jung,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_18cbfg7,Min Hyeok Bang,Jeonbuk National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_19cht8g,Min-Jung Kim,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_llao67,Min-Su Park,Sung Kyun Kwan University; Sung Kyun Kwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1avphu5,Mingi Kim,Chungnam National University,1,https://openalex.org/A5081833647,Mingi Kim,https://orcid.org/0000-0002-6921-3085,Kangwon National University; Yonsei University; Severance Hospital; Pusan National University,141,1440,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Mingi+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1avphu5,Mingi Kim,Chungnam National University,2,https://openalex.org/A5101958746,Mingi Kim,https://orcid.org/0000-0002-0784-0227,Korea Advanced Institute of Science and Technology; The Ohio State University,88,564,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Mingi+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1avphu5,Mingi Kim,Chungnam National University,3,https://openalex.org/A5078446748,Min Gi Kim,https://orcid.org/0000-0001-7375-5605,Dankook University Hospital,67,870,5,orcid_available,https://api.openalex.org/authors?search=Mingi+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1avphu5,Mingi Kim,Chungnam National University,4,https://openalex.org/A5101958747,Mingi Kim,https://orcid.org/0000-0002-1774-3797,Dongguk University; The Seoul Institute,61,260,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Mingi+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1avphu5,Mingi Kim,Chungnam National University,5,https://openalex.org/A5109038154,Min‐Gi Kim,,Oldham Council,69,578,0,,https://api.openalex.org/authors?search=Mingi+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s3524l,Mingi Kwon,Yonsei University,1,https://openalex.org/A5062213499,Mingi Kwon,,Yonsei University,11,95,95,exact_normalized_name; canonical_affiliation_match,https://api.openalex.org/authors?search=Mingi+Kwon&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s3524l,Mingi Kwon,Yonsei University,2,https://openalex.org/A5013357215,Mingi Kwon,https://orcid.org/0009-0009-8215-8867,Yonsei University,4,24,100,exact_normalized_name; canonical_affiliation_match; orcid_available,https://api.openalex.org/authors?search=Mingi+Kwon&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s3524l,Mingi Kwon,Yonsei University,3,https://openalex.org/A5055764619,Mingi Kwon,,,2,18,60,exact_normalized_name,https://api.openalex.org/authors?search=Mingi+Kwon&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s3524l,Mingi Kwon,Yonsei University,4,https://openalex.org/A5127808086,Mingi Kwon,,,1,10,60,exact_normalized_name,https://api.openalex.org/authors?search=Mingi+Kwon&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s3524l,Mingi Kwon,Yonsei University,5,https://openalex.org/A5113155083,Mingi Kwon,,Hanyang University,2,1,60,exact_normalized_name,https://api.openalex.org/authors?search=Mingi+Kwon&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_lgn1f2,Mingue Park,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_10q2myd,Mingyeong Song,Ewha Women's University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1c6rbs6,Minh Son Hoang,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1h8liem,Minh-Quan Bui,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_zrrap3,Minjoon Jung,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1klag93,Minjun Kang,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1gi6tzf,Minkuk Kim,Kyung Hee University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_xaq0nr,MINSEOK KANG,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1nwybj5,Moonsoo Jeong,Sungkyunkwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_11z16or,Moonyeon Jeong,"Computer Vision Lab, University of Seoul",,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1odzw09,MYOUNG-CHUL KIM,Kyung Hee University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_f1p5x0,Myungchul Kim,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_gp25hv,Na Min An,KAIST AI,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1vksya3,Nahyuk Lee,POSTECH,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_12doui9,Saad Wazir,"Korea Advanced Institute of Science & Technology (KAIST), Daejeon",1,https://openalex.org/A5079428602,Saad Wazir,https://orcid.org/0000-0001-9260-1636,Korea Advanced Institute of Science and Technology; Creative Technologies (United States); Korea Institute of Science and Technology,26,132,100,exact_normalized_name; canonical_affiliation_match; orcid_available,https://api.openalex.org/authors?search=Saad+Wazir&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_12doui9,Saad Wazir,"Korea Advanced Institute of Science & Technology (KAIST), Daejeon",2,https://openalex.org/A5003798802,Wazir Saad,,,1,0,0,,https://api.openalex.org/authors?search=Saad+Wazir&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_12doui9,Saad Wazir,"Korea Advanced Institute of Science & Technology (KAIST), Daejeon",3,https://openalex.org/A5113304708,M. Ali,,Jinnah Sindh Medical University,7,0,0,,https://api.openalex.org/authors?search=Saad+Wazir&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1hqfvre,Sang-Hun Han,Gwangju Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_3zlwkk,Sanghyun Jo,OGQ,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_14mb7nm,Sangkyu Lee,Korea Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1cqvt79,Sangmin Han,LG Electronics,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_2jvtue,Sangmin Hong,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1t1e77d,Sangwon Baik,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1s7xdxh,Sangwoo (Jason) Jo,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_40wpfu,Sehyun Lee,KAIST (Korea Advanced Institute of Science and Technology),,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1bw2xeo,Seo-Yeon Choi,Jeonbuk National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_38vyss,Seohyun Lee,Kaist,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1u82pxo,Seok-Young Kim,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_mfsxnt,Seokha Moon,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_kh2ms1,Seokhee Jin,Pohang University of Science and Technology,1,https://openalex.org/A5139955163,Seokhee Jin,,,1,0,60,exact_normalized_name,https://api.openalex.org/authors?search=Seokhee+Jin&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_kh2ms1,Seokhee Jin,Pohang University of Science and Technology,2,https://openalex.org/A5139862099,Seokhee Jin,,,1,0,60,exact_normalized_name,https://api.openalex.org/authors?search=Seokhee+Jin&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_mpz21o,Seokju Yun,KAIST AI,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_xku1g9,SeokYeong Lee,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1yx3xks,Seonghak Lee,Chung-Ang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_19esvks,Seonghwan Park,Korea Electronics Technology Institute (KETI),,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1a61p0s,Seonghyun Jin,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_12g2vk1,Seongmin Jung,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_z352tg,Seongyu Kim,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1b0qrk4,Seonho Lee,Sogang university,1,https://openalex.org/A5059554611,Minhyun Lee,https://orcid.org/0000-0002-1536-5956,Yonsei University; Jeju National University,112,3566,5,orcid_available,https://api.openalex.org/authors?search=Seonho+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1b0qrk4,Seonho Lee,Sogang university,2,https://openalex.org/A5087198416,Hansung Lee,https://orcid.org/0000-0001-5936-4114,University of Suwon; Yale University; Ajou University; Sungkyunkwan University,76,1068,5,orcid_available,https://api.openalex.org/authors?search=Seonho+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1b0qrk4,Seonho Lee,Sogang university,3,https://openalex.org/A5111302806,S S Lee,,Gwangju Institute of Science and Technology,8,299,0,,https://api.openalex.org/authors?search=Seonho+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1b0qrk4,Seonho Lee,Sogang university,4,https://openalex.org/A5084400218,Seonho Lee,https://orcid.org/0000-0002-3408-7314,Gwangju Institute of Science and Technology; Sungkyunkwan University,11,140,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Seonho+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1b0qrk4,Seonho Lee,Sogang university,5,https://openalex.org/A5103096016,Seonho Lee,https://orcid.org/0000-0003-2620-811X,Sungkyunkwan University,14,106,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Seonho+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_10dcrrm,Seonmi Park,Gwangju Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1j0rfa6,Seulgi Jeong,SNOW Corporation,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1lzj1na,Seunghun Baek,Pohang University of Science and Technology (POSTECH),,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1e8w2lv,Seunghyeon Kim,POSTECH,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_hebl81,Seunghyun Shin,"AI Graduate School, Gwangju Institute of Science and Technology(GIST)",,,,,,,,,,,fetch_failed,OpenAlex 429
cai_mphq7f,SeungJun Tak,Sungkyunkwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1itydzn,Seungyeon Lee,Kyungpook National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1nugdnl,Shingeon Kim,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_3e36ya,Siwoo Lim,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_9kzriy,Sojung An,Korea University,1,https://openalex.org/A5080494115,Sojung An,https://orcid.org/0000-0002-0170-1031,Korea University; Center for Art Studies,31,107,100,exact_normalized_name; canonical_affiliation_match; orcid_available,https://api.openalex.org/authors?search=Sojung+An&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_9kzriy,Sojung An,Korea University,2,https://openalex.org/A5072876031,So-Jung An,,Yonsei University; Sejong University,5,100,0,,https://api.openalex.org/authors?search=Sojung+An&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_r6mnbm,Soobin Park,Sookmyung Women's University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_12jd1n6,Soyeon Kim,"Korea Advanced Institute of Science and Technology (KAIST), INEEJI Corp.",,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1q5lcj,Suhyeon Ha,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1yvzovh,Sung-Hoon Yoon,Daegu Gyeongbuk Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_t65o4r,Sunggu Kyung,"Asan Medical Center, University of Ulsan",,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1wmyvnw,SungHun Kim,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_11rcyvl,Sungjune Kim,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1qjm8mt,Sungwoong Yune,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_r292ys,Sunyoung Jung,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_hwa1vk,Suwoong Yeom,Sogang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1054qqb,Suyoung Yang,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1cjlfph,Taeho Kang,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_kxnc4p,Taehoon Kim,Chung-Ang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1ek7qzh,Taehun Kong,LG Electronics,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_pp6710,Taeryung Lee,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1q7jif8,Taewon Seo,Daegu Gyeongbuk Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_jh8r6a,Taewook Kang,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1s5beor,Taeyeon Kim,Korea Advanced Institute of Science & Technology,1,https://openalex.org/A5100645023,Taeyeon Kim,https://orcid.org/0000-0003-0408-9498,Institute for Basic Science; International Cosmetology College; Korea Institute of Science and Technology; Sungkyunkwan University,232,3608,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Taeyeon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s5beor,Taeyeon Kim,Korea Advanced Institute of Science & Technology,2,https://openalex.org/A5100645018,Taeyeon Kim,https://orcid.org/0000-0001-7390-8069,University of Science and Technology; Yonsei University; Korea Energy Economics Institute; Korea Institute of Energy Research; Hanyang University,173,2821,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Taeyeon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s5beor,Taeyeon Kim,Korea Advanced Institute of Science & Technology,3,https://openalex.org/A5100629609,Tae‐Yeon Kim,https://orcid.org/0000-0003-4743-6023,Khalifa University of Science and Technology,298,3978,5,orcid_available,https://api.openalex.org/authors?search=Taeyeon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s5beor,Taeyeon Kim,Korea Advanced Institute of Science & Technology,4,https://openalex.org/A5100645019,Taeyeon Kim,https://orcid.org/0000-0002-2020-9851,University of Nebraska–Lincoln,127,834,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Taeyeon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1s5beor,Taeyeon Kim,Korea Advanced Institute of Science & Technology,5,https://openalex.org/A5100645020,Taeyeon Kim,https://orcid.org/0000-0002-3802-0416,Seoul National University,26,918,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Taeyeon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_wa4xuq,Tomislav Dobrički,Chung-Ang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1ojpzxs,Wongyun Yu,POSTECH,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_3qeim2,Wonjin Cho,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1x65kxi,WonJun Moon,Sungkyunkwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_7bajau,Woo Jae Kim,Korea Advanced Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_6zg8qo,Wooseok Jang,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1tvgayn,Xiangyu Sun,Sung Kyun Kwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_9o9eef,Yeeun Choi,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_jx2bx,Yeeun Seong,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_14sbmjs,Yejee Shin,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1vznhth,Yeobin Hong,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_zv9xh,Yeonghwan Song,GIST,1,https://openalex.org/A5021948140,Yeonghwan Song,https://orcid.org/0000-0002-5585-1588,,26,132,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Yeonghwan+Song&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_zv9xh,Yeonghwan Song,GIST,2,https://openalex.org/A5102235648,Yeonghwan Song,,Pohang University of Science and Technology; Korea Post,8,15,60,exact_normalized_name,https://api.openalex.org/authors?search=Yeonghwan+Song&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_zv9xh,Yeonghwan Song,GIST,3,https://openalex.org/A5149830489,Yeonghwan Song,,,1,0,60,exact_normalized_name,https://api.openalex.org/authors?search=Yeonghwan+Song&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_2nl7la,YeonGyu Han,Seoul National University Hospital,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_xr8msq,Yeonkyeong Lee,Kakao,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_ghq2dv,Yeonwoo Cha,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_kvpogs,Yewon Han,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_5z4jk6,Yihalem Yimolal Tiruneh,Ulsan National Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1q2hmkp,Yirum Kim,GIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_wf4ulq,YongHoon Kang,Sungkyunkwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_9prqnf,Yoonhyung Park,Ewha Womans University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_tbnw12,Yoonseok Choi,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1yvwds7,Youbin Kim,Sung Kyun Kwan University,1,https://openalex.org/A5021101588,Youbin Kim,,University of Rhode Island,9,945,60,exact_normalized_name,https://api.openalex.org/authors?search=Youbin+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1yvwds7,Youbin Kim,Sung Kyun Kwan University,2,https://openalex.org/A5012076312,Youbin Kim,,Harvard University,1,281,60,exact_normalized_name,https://api.openalex.org/authors?search=Youbin+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1yvwds7,Youbin Kim,Sung Kyun Kwan University,3,https://openalex.org/A5037757855,Youbin Kim,https://orcid.org/0000-0003-2872-3924,Seoul National University,17,241,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Youbin+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1yvwds7,Youbin Kim,Sung Kyun Kwan University,4,https://openalex.org/A5029339546,Youbin Kim,,,2,218,60,exact_normalized_name,https://api.openalex.org/authors?search=Youbin+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1yvwds7,Youbin Kim,Sung Kyun Kwan University,5,https://openalex.org/A5064469801,Youbin Kim,,Konkuk University,3,145,60,exact_normalized_name,https://api.openalex.org/authors?search=Youbin+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_13hpuu3,Youngho Kim,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_14hrbwy,Youngjun Lee,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_112zspb,Youngsik Yun,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_uw6q6r,Youngwan Lee,ETRI,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_12ozdml,Yu-Ji Kim,POSTECH,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_12hulj8,Yuhwan Jeong,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_4y45ro,Yujin Bae,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1p4okou,Yunkyu Lee,POSTECH,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1f7fb09,Yunseo Yang,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_19fod1y,Yunseok Yang,Jeonbuk National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1r1aqg,Yunsung Lee,Maum AI,,,,,,,,,,,fetch_failed,OpenAlex 429
